Дата и время;ID ТС;ID позиции;Код инструмента;ID транзакции;ID заявки;Сигнал;Цена входа позиции;Средняя цена позиции;Цена последней сделки;Текущее количество контрактов;Доход позиции;FlagStopPos;
30.10.2025 11:51:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10246.612592593;10291.4;4;197.55037037036;0;
30.10.2025 12:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10246.612592593;10331.4;3;281.33777777777;0;
30.10.2025 12:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10246.612592593;10369.8;2;403.52518518517;0;
30.10.2025 13:55:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10276.841728395;10337.3;3;403.52518518517;0;
30.10.2025 14:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10279.331296296;10286.8;4;403.52518518517;0;
30.10.2025 15:16:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10279.331296296;10336.9;3;460.09388888888;0;
30.10.2025 15:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10283.573472222;10296.3;4;460.09388888888;0;
30.10.2025 16:56:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10283.573472222;10332.0;3;507.52041666665;0;
30.10.2025 17:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10283.573472222;10373.2;2;596.14694444443;0;
30.10.2025 17:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10302.682314815;10340.9;3;596.14694444443;0;
30.10.2025 20:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10302.682314815;10373.6;2;666.06462962961;0;
30.10.2025 20:15:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10318.188209877;10349.2;3;666.06462962961;0;
30.10.2025 20:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10318.188209877;10393.3;2;740.17641975307;0;
30.10.2025 21:51:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10318.188209877;10417.9;1;838.88820987652;0;
30.10.2025 22:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10354.094104938;10390.0;2;838.88820987652;0;
30.10.2025 22:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10354.094104938;10440.4;1;924.19410493825;1;
31.10.2025 09:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10376.597052469;10399.1;2;924.19410493825;0;
31.10.2025 09:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10367.431368313;10349.1;3;924.19410493825;0;
31.10.2025 09:03:45;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10367.431368313;10399.9;2;955.66273662549;0;
31.10.2025 09:51:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10225.1;10364.020912209;10357.2;3;955.66273662549;0;
31.10.2025 09:56:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10364.020912209;10401.7;2;992.34182441699;0;
31.10.2025 10:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10364.020912209;10438.9;1;1066.2209122085;0;
31.10.2025 15:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10225.1;10364.020912209;10463.8;0;1165.0;0;
31.10.2025 16:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10446.4;10446.4;10446.4;1;0;0;
31.10.2025 18:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10446.4;10425.6;10404.8;2;0;0;
31.10.2025 19:30:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10446.4;10392.266666667;10325.6;3;0;0;
31.10.2025 20:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10446.4;10392.266666667;10365.2;2;-28.066666666669;0;
31.10.2025 21:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10446.4;10379.644444444;10354.4;3;-28.066666666669;0;
01.11.2025 09:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10446.4;10379.644444444;10390.3;2;-18.411111111114;0;
01.11.2025 10:11:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10446.4;10371.12962963;10354.1;3;-18.411111111114;0;
01.11.2025 14:16:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10446.4;10371.12962963;10380.3;2;-10.240740740743;0;
03.11.2025 09:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10446.4;10371.12962963;10425.4;1;43.029629629627;0;
03.11.2025 11:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10446.4;10391.114814815;10411.1;2;43.029629629627;0;
03.11.2025 14:20:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10446.4;10391.114814815;10308.7;0;-123.8;0;
03.11.2025 14:20:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10308.7;10308.7;-2;0;0;
03.11.2025 14:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10308.4;10307.8;-3;0;0;
03.11.2025 16:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10318.675;10349.5;-4;0;0;
03.11.2025 17:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10308.7;10318.675;10309.6;-3;8.0749999999989;0;
03.11.2025 17:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10326.23125;10348.9;-4;8.0749999999989;0;
03.11.2025 18:21:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10308.7;10326.23125;10309.1;-3;24.206249999997;0;
03.11.2025 23:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10328.5234375;10335.4;-4;24.206249999997;1;
05.11.2025 08:55:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10308.7;10328.5234375;10239.1;-3;112.6296875;0;
05.11.2025 09:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10308.7;10328.5234375;10239.1;-2;201.053125;0;
05.11.2025 12:00:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10335.615625;10349.8;-3;201.053125;0;
05.11.2025 18:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10308.7;10344.96171875;10373.0;-4;201.053125;0;
05.11.2025 19:55:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10308.7;10344.96171875;10397.7;0;-13.900000000003;0;
05.11.2025 19:55:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10397.7;10397.7;4;0;0;
05.11.2025 20:16:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10394.34;10380.9;5;0;0;
05.11.2025 22:41:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10394.34;10411.4;4;16.059999999999;1;
06.11.2025 10:01:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10394.34;10457.9;3;78.619999999999;0;
06.11.2025 11:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10394.34;10481.8;2;165.08;0;
06.11.2025 11:30:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10426.793333333;10491.7;3;165.08;0;
06.11.2025 13:30:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10425.87;10423.1;4;165.08;0;
06.11.2025 14:51:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10425.87;10462.9;3;201.11;0;
06.11.2025 15:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10429.8275;10441.7;4;201.11;0;
06.11.2025 18:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10420.682;10384.1;5;201.11;0;
06.11.2025 22:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10420.682;10416.9;4;196.328;0;
06.11.2025 22:46:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10416.5656;10400.1;5;196.328;1;
07.11.2025 09:06:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10416.5656;10439.8;4;218.5624;0;
07.11.2025 09:35:00;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10416.5656;10467.6;3;268.5968;0;
07.11.2025 09:41:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10422.6742;10441.0;4;268.5968;0;
07.11.2025 14:15:00;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10420.19936;10410.3;5;268.5968;0;
07.11.2025 17:26:15;T_GLD_new_+local;;GLDRUBF;0;0;Покупка;10397.7;10412.7328;10375.4;6;268.5968;0;
07.11.2025 19:31:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10412.7328;10405.9;5;260.764;0;
07.11.2025 19:36:15;T_GLD_new_+local;;GLDRUBF;0;0;Продажа;10397.7;10412.7328;10435.1;4;282.1312;0;
